#BLASTP
#Strictness for accepting hits was >= 25% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>NP_567517.1 VRN2 [organism=Arabidopsis thaliana] [GeneID=827392], 440 length
NP_974563.1	BroT12.C04g11660.1_genome_9	33.628	339	192	11	1	329	60	375	1.90e-48	173	PASS	PASS	9	9	GWHDUBH00000009	10098160	10100843	2684	467	BroT12.C04g11660.1	-	82326423	0	BroT12.C04g11660	-	82326422
NP_974563.1	BolO_4g12420.1_genome_14	33.628	339	192	11	1	329	96	411	3.77e-48	173	PASS	PASS	14	4	C04	9514774	9517860	3087	503	BolO_4g12420.1	-	85170854	0	BolO_4g12420	-	85170853
NP_974563.1	BroT19.C04g11980.1_genome_8	33.828	337	194	10	1	329	60	375	6.94e-48	172	PASS	PASS	8	3	GWHDTYL00000003	10139645	10142334	2690	471	BroT19.C04g11980.1	-	81279622	0	BroT19.C04g11980	-	81279621
NP_974563.1	BroT06.C04g10790.1_genome_6	33.828	337	194	10	1	329	60	375	6.94e-48	172	PASS	PASS	6	4	GWHDTYJ00000004	9788456	9791145	2690	471	BroT06.C04g10790.1	-	80179252	0	BroT06.C04g10790	-	80179251
NP_974563.1	BolO_4g11720.1_genome_14	33.531	337	197	10	1	330	60	376	4.97e-47	169	PASS	PASS	14	4	C04	8826654	8829355	2702	463	BolO_4g11720.1	-	85170037	0	BolO_4g11720	-	85170036
NP_974563.1	BroT10.C04g10870.1_genome_10	33.531	337	197	10	1	330	60	376	4.97e-47	169	PASS	PASS	10	6	GWHDUBI00000006	9268498	9271199	2702	463	BroT10.C04g10870.1	-	82718750	0	BroT10.C04g10870	-	82718749
NP_974563.1	BroT24.C04g10630.1_genome_7	33.531	337	197	10	1	330	60	376	4.97e-47	169	PASS	PASS	7	4	GWHDTYK00000004	9003193	9005894	2702	463	BroT24.C04g10630.1	-	80769423	0	BroT24.C04g10630	-	80769422
NP_974563.1	BroT07.C04g10710.1_genome_4	33.531	337	197	10	1	330	60	376	4.97e-47	169	PASS	PASS	4	2	GWHDTYA00000002	9205385	9208086	2702	463	BroT07.C04g10710.1	-	78802022	0	BroT07.C04g10710	-	78802021
NP_974563.1	BroT02.C04g10960.1_genome_3	33.531	337	197	10	1	330	60	376	4.97e-47	169	PASS	PASS	3	5	GWHDTWX00000005	9277543	9280244	2702	463	BroT02.C04g10960.1	-	78356093	0	BroT02.C04g10960	-	78356092
NP_974563.1	BroT19.C04g11260.1_genome_8	33.234	337	198	10	1	330	60	376	1.40e-46	168	PASS	PASS	8	3	GWHDTYL00000003	9449434	9452135	2702	463	BroT19.C04g11260.1	-	81278806	0	BroT19.C04g11260	-	81278805
NP_974563.1	rna-XM_013779392.1_genome_1	33.234	337	198	10	1	330	60	376	1.40e-46	168	PASS	PASS	1	4	NC_027751.1	7298394	7305083	6690	463	rna-XM_013779392.1	XM_013779392.1	76941987	0	gene-LOC106340522	LOC106340522	76941986
NP_974563.1	bro4G01107.1_genome_2	33.828	337	196	12	1	330	60	376	1.50e-46	168	PASS	PASS	2	3	GWHBKLA00000003	8209938	8212630	2693	460	bro4G01107.1	-	77591543	0	bro4G01107	-	77591542
NP_974563.1	BroT21.C04g06340.1_genome_13	33.531	337	197	12	1	330	60	376	1.04e-45	166	PASS	PASS	13	4	GWHDUBS00000004	5668398	5671094	2697	460	BroT21.C04g06340.1	-	84496899	0	BroT21.C04g06340	-	84496898
NP_974563.1	BroT17.C04g11540.1_genome_12	33.531	337	197	12	1	330	60	376	1.04e-45	166	PASS	PASS	12	17	GWHDUBP00000017	10264806	10267502	2697	460	BroT17.C04g11540.1	-	83787638	0	BroT17.C04g11540	-	83787637
NP_974563.1	BroT12.C04g11040.1_genome_9	33.531	337	197	12	1	330	60	376	1.04e-45	166	PASS	PASS	9	9	GWHDUBH00000009	9392632	9395328	2697	460	BroT12.C04g11040.1	-	82325689	0	BroT12.C04g11040	-	82325688
NP_974563.1	BroT06.C04g10190.1_genome_6	33.531	337	197	12	1	330	60	376	1.04e-45	166	PASS	PASS	6	4	GWHDTYJ00000004	9126346	9129042	2697	460	BroT06.C04g10190.1	-	80178592	0	BroT06.C04g10190	-	80178591
NP_974563.1	BroT13.C04g10990.1_genome_5	33.531	337	197	12	1	330	60	376	1.04e-45	166	PASS	PASS	5	2	GWHDTYE00000002	9946818	9949514	2697	460	BroT13.C04g10990.1	-	79421027	0	BroT13.C04g10990	-	79421026
NP_974563.1	bro4G01182.1_genome_2	35.430	302	168	9	41	332	35	319	2.34e-45	164	PASS	PASS	2	3	GWHBKLA00000003	8916089	8918769	2681	408	bro4G01182.1	-	77592427	0	bro4G01182	-	77592426
NP_974563.1	BroT08.C04g11010.1_genome_11	33.529	340	193	13	1	330	60	376	4.57e-45	164	PASS	PASS	11	3	GWHDUBL00000003	9065712	9068371	2660	448	BroT08.C04g11010.1	-	83173941	0	BroT08.C04g11010	-	83173940
NP_974563.1	rna-XM_013780209.1_genome_1	40.860	186	96	4	148	330	47	221	3.69e-38	142	PASS	FAIL	1	
NP_974563.1	BroT22.C04g11390.1_genome_15	45.217	115	60	2	218	330	1	114	5.22e-27	109	PASS	FAIL	15	
NP_974563.1	BroT22.C04g10710.1_genome_15	41.026	117	66	2	218	332	1	116	9.06e-23	98.2	PASS	FAIL	15	
NP_974563.1	rna-XM_013771897.1_genome_1	39.474	76	46	0	258	333	447	522	7.69e-12	70.5	PASS	FAIL	1	
NP_974563.1	rna-XM_013771897.1_genome_1	37.838	111	61	5	2	110	301	405	1.78e-08	60.1	PASS	FAIL	1	
NP_974563.1	BroT07.C03g17120.1_genome_4	39.474	76	46	0	258	333	447	522	7.83e-12	70.5	PASS	FAIL	4	
NP_974563.1	BroT07.C03g17120.1_genome_4	37.838	111	61	5	2	110	301	405	1.76e-08	60.1	PASS	FAIL	4	
NP_974563.1	BroT24.C03g16710.1_genome_7	39.474	76	46	0	258	333	434	509	8.31e-12	70.5	PASS	FAIL	7	
NP_974563.1	BroT24.C03g16710.1_genome_7	37.838	111	61	5	2	110	288	392	1.81e-08	60.1	PASS	FAIL	7	
NP_974563.1	BroT19.C03g17150.1_genome_8	39.474	76	46	0	258	333	448	523	8.82e-12	70.5	PASS	FAIL	8	
NP_974563.1	BroT19.C03g17150.1_genome_8	36.937	111	62	5	2	110	302	406	2.66e-08	59.7	PASS	FAIL	8	
NP_974563.1	BroT06.C03g16440.1_genome_6	39.474	76	46	0	258	333	448	523	8.82e-12	70.5	PASS	FAIL	6	
NP_974563.1	BroT06.C03g16440.1_genome_6	36.937	111	62	5	2	110	302	406	2.66e-08	59.7	PASS	FAIL	6	
NP_974563.1	BroT08.C03g16570.1_genome_11	39.474	76	46	0	258	333	435	510	9.11e-12	70.5	PASS	FAIL	11	
NP_974563.1	BroT08.C03g16570.1_genome_11	36.937	111	62	5	2	110	289	393	2.61e-08	59.7	PASS	FAIL	11	
NP_974563.1	BroT12.C03g17060.1_genome_9	39.474	76	46	0	258	333	435	510	9.11e-12	70.5	PASS	FAIL	9	
NP_974563.1	BroT12.C03g17060.1_genome_9	36.937	111	62	5	2	110	289	393	2.61e-08	59.7	PASS	FAIL	9	
NP_974563.1	BroT02.C03g16670.1_genome_3	39.474	76	46	0	258	333	435	510	9.11e-12	70.5	PASS	FAIL	3	
NP_974563.1	BroT02.C03g16670.1_genome_3	36.937	111	62	5	2	110	289	393	2.61e-08	59.7	PASS	FAIL	3	
NP_974563.1	BroT13.C03g17100.1_genome_5	39.474	76	46	0	258	333	435	510	9.62e-12	70.1	PASS	FAIL	5	
NP_974563.1	BroT13.C03g17100.1_genome_5	37.838	111	61	5	2	110	289	393	3.38e-09	62.4	PASS	FAIL	5	
NP_974563.1	rna-XM_013775368.1_genome_1	39.474	76	46	0	258	333	435	510	1.04e-11	70.1	PASS	FAIL	1	
NP_974563.1	rna-XM_013775368.1_genome_1	37.838	111	61	5	2	110	289	393	2.14e-09	63.2	PASS	FAIL	1	
NP_974563.1	bro5G07997.1_genome_2	39.474	76	46	0	258	333	804	879	1.13e-11	70.5	PASS	FAIL	2	
NP_974563.1	bro5G07997.1_genome_2	37.838	111	61	5	2	110	278	382	2.63e-08	60.1	PASS	FAIL	2	
NP_974563.1	bro5G07997.1_genome_2	50.000	32	16	0	258	289	424	455	0.005	43.1	PASS	FAIL	2	
NP_974563.1	bro5G07997.1_genome_2	43.137	51	29	0	39	89	728	778	0.011	42.0	PASS	FAIL	2	
NP_974563.1	BolO_3g18590.1_genome_14	39.474	76	46	0	258	333	438	513	1.25e-11	70.1	PASS	FAIL	14	
NP_974563.1	BolO_3g18590.1_genome_14	36.937	111	62	5	2	110	292	396	3.68e-08	59.3	PASS	FAIL	14	
NP_974563.1	BroT21.C03g16610.1_genome_13	40.909	66	39	0	258	323	806	871	1.62e-09	63.9	PASS	FAIL	13	
NP_974563.1	BroT21.C03g16610.1_genome_13	37.838	111	61	5	2	110	288	392	2.70e-08	60.1	PASS	FAIL	13	
NP_974563.1	BroT21.C03g16610.1_genome_13	50.000	32	16	0	258	289	434	465	0.004	43.5	PASS	FAIL	13	
NP_974563.1	BroT22.C03g17030.1_genome_15	40.909	66	39	0	258	323	899	964	1.93e-09	63.5	PASS	FAIL	15	
NP_974563.1	BroT22.C03g17030.1_genome_15	37.838	111	61	5	2	110	753	857	2.73e-09	63.2	PASS	FAIL	15	
NP_974563.1	BroT22.C03g17030.1_genome_15	37.838	111	61	5	2	110	288	392	3.17e-08	59.7	PASS	FAIL	15	
NP_974563.1	BroT22.C03g17030.1_genome_15	50.000	32	16	0	258	289	434	465	0.005	43.1	PASS	FAIL	15	
NP_974563.1	BroT17.C03g16900.1_genome_12	40.909	66	39	0	258	323	448	513	2.00e-09	63.2	PASS	FAIL	12	
NP_974563.1	BroT17.C03g16900.1_genome_12	36.937	111	62	5	2	110	302	406	1.48e-08	60.5	PASS	FAIL	12	
NP_974563.1	BroT10.C03g17390.1_genome_10	40.909	66	39	0	258	323	434	499	2.15e-09	63.2	PASS	FAIL	10	
NP_974563.1	BroT10.C03g17390.1_genome_10	37.838	111	61	5	2	110	288	392	2.88e-08	59.7	PASS	FAIL	10	
NP_974563.1	BolO_4g12450.1_genome_14	51.852	54	25	1	218	271	1	53	1.20e-08	54.7	PASS	FAIL	14	
NP_974563.1	BolO_3g18630.1_genome_14	37.838	111	61	5	2	110	286	390	2.49e-08	59.7	PASS	FAIL	14	
NP_974563.1	BolO_3g18630.1_genome_14	50.000	32	16	0	258	289	432	463	0.004	43.1	PASS	FAIL	14	
NP_974563.1	BroT12.C04g11680.1_genome_9	30.328	122	63	6	3	115	62	170	0.001	44.3	PASS	FAIL	9	
NP_974563.1	BroT21.C04g07110.1_genome_13	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	13	
NP_974563.1	BroT17.C04g12230.1_genome_12	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	12	
NP_974563.1	BroT10.C04g11650.1_genome_10	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	10	
NP_974563.1	BroT19.C04g12000.1_genome_8	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	8	
NP_974563.1	BroT24.C04g11330.1_genome_7	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	7	
NP_974563.1	BroT07.C04g11530.1_genome_4	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	4	
NP_974563.1	BroT02.C04g11680.1_genome_3	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	3	
NP_974563.1	bro4G01184.1_genome_2	29.060	117	62	5	3	111	62	165	0.002	43.1	PASS	FAIL	2	
NP_974563.1	BolO_4g12460.2_genome_14	29.060	117	62	5	3	111	84	187	0.003	42.7	PASS	FAIL	14	
NP_974563.1	BroT08.C04g11680.1_genome_11	28.947	114	60	6	1	106	29	129	0.010	41.2	PASS	FAIL	11	
NP_974563.1	rna-XM_013777091.1_genome_1	30.667	75	45	3	3	76	62	130	0.013	39.7	PASS	FAIL	1	
